id_propiedad,ciudad,barrio,tipo_operacion,tipo_inmueble,precio,superficie_m2,habitaciones,baños,estado,año_construccion,planta,ascensor,terraza,piscina,garaje,trastero,distancia_centro_km,fecha_publicacion
1001,Madrid,Centro,Venta,Piso,391875.0,76.3,6.0,1.0,Buen estado,1976,4,True,False,False,False,False,2.03,2025-01-20
1002, Madrid ,Salamanca,Venta,Estudio,323018.0,60.0,8.0,1.0,Buen estado,1969,6,True,True,False,False,True,4.1,2024-12-31
1003,Madrid,Centro,Venta,Piso,374559.0,69.0,2.0,1.0,Buen estado,1978,2,True,False,False,False,False,3.39,2025-03-06
1004,Madrid,Arganzuela,Alquiler,Dúplex,467927.0,83.6,3.0,2.0,Buen estado,1976,7,False,False,False,False,False,4.84,2025-02-22
1005,Madrid, Retiro ,Venta,Piso,514736.0,91.8,1.0,1.0,Buen estado,1995,Ático,True,False,False,False,False,3.71,2024-12-29
1006,Madrid,Retiro,Venta,Ático,425001.0,90.2,4.0,1.0,Buen estado,1965,6,True,False,False,False,False,6.66,2025-01-05
1007,Madrid,Salamanca,Venta,Estudio,324338.0,88.6,2.0,1.0,Buen estado,1981,2,False,True,False,True,False,3.47,2024-12-23
1008,Madrid,Salamanca,Venta,Piso,408739.0,81.9,3.0,1.0,Buen estado,1992,8,True,True,,False,False,4.05,2025-01-08
1009,Madrid,Salamanca,Alquiler,Ático,503655.0,113.5,2.0,1.0,Buen estado,1979,9,False,True,False,False,False,4.11,2025-01-17
1010,Madrid,Arganzuela,Venta,Piso,594783.0,121.82729911143696,2.0,1.0,Buen estado,1967,8,True,,False,True,False,5.38,
1011,Madrid,Arganzuela,Venta,Piso,420699.0,87.3,3.0,1.0,Buen estado,1994,5,True,False,False,True,True,,2025-01-23
1012,Madrid,Chamberí,Venta,Ático,240138.0,61.5,4.0,1.0,Buen estado,1974,Bajo,True,True,False,True,False,4.5,2024-10-27
1013,Madrid,Arganzuela,Venta,Estudio,642422.0,117.3,2.0,1.0,Buen estado,1992,6,False,False,False,False,True,4.27,2024-11-12
1014,Madrid,Salamanca,Venta,Dúplex,381757.0,78.9,1.0,1.0,Reformado,1999,9,False,False,False,True,False,3.03,2025-01-25
1015,Madrid,Tetuán,Venta, Piso ,501954.0,97.4,5.0,1.0,Buen estado,2001,7,True,False,False,True,False,5.95,2025-01-15
1016,Madrid,Retiro,Venta,Piso,372402.0,76.1,2.0,1.0,Buen estado,1988,7,True,False,False,False,True,3.14,2024-12-08
1017,Madrid,Arganzuela,Venta,Piso,,70.0,1.0,2.0,Buen estado,1960,5,True,False,,True,,4.53,2024-10-17
1018,Madrid,Salamanca,Venta,Estudio,426703.0,77.1,2.0,1.0,Buen estado,1982,7,True,False,False,False,True,5.17,2025-04-03
1019,Madrid,Salamanca,Venta,Estudio,478836.0,101.6,1.0,1.0,A reformar,1989,4,False,False,False,False,False,6.23,2025-02-05
1020,Madrid,Tetuán,Venta,Ático,532974.0,97.9,1.0,1.0,Buen estado,1993,7,True,False,,False,False,5.19,2025-03-19
1021,Madrid,Arganzuela,Venta,Estudio,462760.0,96.9,2.0,1.0,Buen estado,1984,8,False,True,False,False,False,6.19,2025-03-06
1022, Madrid ,Retiro,Venta,Ático,502195.0,105.8,1.0,2.0,Buen estado,1992,Bajo,True,True,False,True,False,3.05,
1023,Madrid,Centro,Venta,Piso,266885.0,46.1,1.0,1.0,Obra nueva,2021,5,True,False,False,False,False,6.12,2024-12-23
1024,Madrid,Retiro,Venta,Estudio,,85.3,3.0,1.0,Buen estado,1969,4,,True,False,False,True,9.04,2025-03-02
1025,Madrid,Retiro,Venta,Piso,503812.0,91.5,2.0,1.0,Buen estado,1959,Bajo,False,True,False,False,False,3.8,2025-03-26
1026,Madrid,Retiro,Alquiler,Estudio,,,4.0,1.0,Buen estado,1954,1,True,False,True,,False,8.5,2024-11-10
1027,Madrid,Tetuán,Venta,Dúplex,505684.0,86.7,2.0,3.0,Buen estado,1973,9,True,False,False,False,False,5.69,2024-12-19
1028,Madrid,Retiro,Alquiler,Piso,605868.0,109.1,5.0,1.0,Buen estado,1982,2,True,False,False,False,False,6.07,2025-03-09
1029,Madrid,Arganzuela,Venta,Piso,371208.0,72.2,3.0,3.0, Obra nueva ,2020,3,True,False,False,False,False,4.16,2025-02-10
1030,Madrid,Chamberí,Alquiler,Ático,704344.0,122.10609450186841,2.0,1.0,Buen estado,1993,1,True,True,True,True,False,4.09,2024-11-15
1031,Madrid,Tetuán,Alquiler,Piso,412575.0,79.2,5.0,1.0,Buen estado,2007,6,True,False,False,True,False,3.62,2025-01-15
1032,Madrid,Chamberí,Venta,Estudio,257110.0,58.4,1.0,1.0,Buen estado,1964,9,False,True,False,,False,7.94,2025-01-05
1033, Madrid ,Salamanca,Venta,Dúplex,452992.0,94.9,3.0,1.0,Buen estado,1981,2,True,True,False,False,False,3.99,2025-02-04
1034,Madrid,Centro,Venta,Piso,426187.0,82.2,,,Reformado,1981,8,True,True,False,False,True,5.64,2024-12-07
1035,Madrid,Centro,Venta,Piso,362977.0,70.3,5.0,1.0,Buen estado,1974,8,True,,False,False,False,6.55,2025-01-28
1036,Madrid,Salamanca,Venta,Dúplex,372277.0,75.2,1.0,2.0,Buen estado,1982,5,True,,False,,False,4.29,2025-02-21
1037,Madrid,Arganzuela,Alquiler,Piso,587665.0,116.3,,1.0,Buen estado,1970,5,True,True,False,True,False,4.6,
1038,Madrid,Tetuán,Alquiler,Ático,414434.0,84.3,3.0,1.0,Buen estado,1988,4,True,False,False,True,True,5.39,2024-11-03
1039,Madrid,Retiro,Venta,Piso,297297.0,63.6,5.0,2.0,Obra nueva,2023,3,True,True,False,False,False,5.77,2025-03-30
1040,Madrid,Tetuán,Alquiler,Piso,388274.0,94.9,1.0,1.0,Buen estado,2001,2,True,True,False,False,True,2.64,2024-12-28
1041,Madrid,Tetuán,Venta,Piso,328664.0,61.4,1.0,1.0,Buen estado,1956,6,True,False,False,False,False,4.63,2024-11-03
1042, Madrid ,Tetuán,Venta,Piso,397170.0,71.6,,4.0, Buen estado ,1962,4,False,False,False,False,False,3.61,
1043,Madrid,Chamberí,Venta,Estudio,228672.0,50.9,7.0,2.0,Buen estado,1960,9,True,False,False,True,False,6.05,2025-03-26
1044,Madrid,Chamberí,Alquiler,Estudio,295813.0,62.0,2.0,2.0,Obra nueva,2018,1,True,True,False,True,True,7.08,2025-03-12
1045,Madrid,Chamberí,Venta,Dúplex,467310.0,88.3,4.0,1.0,Buen estado,1980,2,,True,False,True,False,6.56,2024-11-06
1046,Madrid,Arganzuela,Venta,Piso,494152.0,109.5,,1.0,Buen estado,1992,1,True,True,False,False,False,6.01,2025-03-21
1047,Madrid,Centro,Alquiler,Piso,342500.0,75.8,4.0,1.0,Buen estado,1966,Ático,True,False,True,True,False,4.5,2024-12-30
1048,Madrid,Retiro,Venta,Piso,404231.0,82.7,2.0,1.0,Obra nueva,2021,6,True,,False,False,True,4.8,
1049,Madrid,Salamanca,Venta,Dúplex,372638.0,80.1,2.0,2.0,Buen estado,1979,1,False,True,False,True,True,3.54,2025-02-11
1050,Madrid,Chamberí,Venta,Piso,504067.0,92.9,2.0,1.0,Buen estado,1987,2,,False,False,False,False,6.13,2025-02-24
1051,Madrid,Centro,Venta,Estudio,485010.0,88.0,3.0,2.0,Reformado,1995,4,False,False,False,False,False,6.61,2024-11-04
1052,Madrid,Salamanca,Venta,Piso,298743.0,69.4,2.0,1.0,Buen estado,1975,7,True,False,False,False,False,6.71,2024-10-13
1053,Madrid,Centro,Venta,Estudio,321248.0,61.8,3.0,4.0,Reformado,1990,Ático,True,False,True,False,False,6.29,2025-01-16
1054,Madrid,Retiro,Venta,Piso,225786.0,46.6,1.0,1.0,Buen estado,1986,Bajo,True,True,True,False,True,4.6,2025-02-17
1055,Madrid,Arganzuela,Alquiler,Piso,,,4.0,1.0,Buen estado,1973,1,False,False,False,True,False,5.39,2025-02-24
1056,Madrid,Chamberí,Venta,Chalet,455809.0,104.6,3.0,3.0,Obra nueva,2021,1,True,False,True,True,True,5.29,2025-03-03
1057,Madrid,Tetuán,Alquiler,Piso,484818.0,95.1,5.0,1.0,Buen estado,1958,6,True,False,False,False,False,6.49,2024-10-23
1058,Madrid,Arganzuela,Alquiler,Estudio,530900.0,113.6,2.0,1.0,Buen estado,1980,5,False,True,True,False,False,0.89,2024-10-29
1059,Madrid,Centro,Alquiler,Piso,471991.0,83.5,,1.0,Buen estado,1968,8,True,False,False,False,False,7.35,
1060,Madrid,Centro,Venta,Piso,407196.0,94.8,4.0,1.0,Buen estado,1995,1,,False,False,False,False,6.32,2025-03-19
1061,Madrid,Arganzuela,Venta,Piso,443331.0,75.6,5.0,1.0,Buen estado,1991,3,True,False,False,False,True,4.24,2024-11-13
1062,Madrid,Salamanca,Venta,Estudio,518075.0,88.4,,1.0,Buen estado,1995,7,True,False,True,,True,2.95,2025-01-16
1063,Madrid,Salamanca, Alquiler ,Estudio,429178.0,80.9,2.0,1.0,Buen estado,1972,7,False,True,True,False,True,5.13,2024-10-13
1064,Madrid,Salamanca,Venta,Piso,387727.0,68.3,1.0,1.0,Obra nueva,2021,1,True,True,,False,True,5.04,2024-12-02
1065, Madrid ,Arganzuela,Venta,Piso,283269.0,54.9,2.0,1.0,Buen estado,1993,8,False,True,False,True,True,5.85,2024-11-16
1066,Madrid,Arganzuela,Venta,Ático,279598.0,62.8,4.0,1.0,Buen estado,1972,2,False,True,False,False,False,4.86,2025-02-11
1067,Madrid,Arganzuela,Venta,Ático,,,4.0,1.0,Buen estado,1960,3,True,,False,False,,3.93,2025-04-06
1068,Madrid,Arganzuela,Venta,Piso,518482.0,113.2,1.0,3.0,Buen estado,1978,4,True,False,False,False,False,5.87,2024-11-02
1069,Madrid,Centro,Venta,Dúplex,425450.0,101.1,5.0,3.0,Buen estado,1992,1,True,False,False,False,False,4.74,2024-11-07
1070,Madrid,Centro,Venta,Estudio,334849.0,57.9,2.0,1.0,Buen estado,1969,3,True,True,True,False,True,4.04,2025-01-26
1071,Madrid,Retiro,Alquiler,Chalet,330324.0,60.4,1.0,2.0,Buen estado,1970,5,True,False,False,False,True,1.71,2024-11-08
1072,Madrid,Arganzuela,Venta,Piso,415342.0,84.6,,2.0,Obra nueva,2019,Bajo,False,True,True,True,True,5.91,2025-03-09
1073,Madrid,Chamberí,Venta,Piso,384665.0,82.4,2.0,2.0,Buen estado,1989,6,False,,True,False,False,5.37,2024-11-21
1074,Madrid,Arganzuela,Venta,Piso,505189.0,108.9,1.0,1.0,Buen estado,1986,9,False,True,True,True,True,6.05,2024-10-19
1075,Madrid,Chamberí,Venta,Dúplex,411575.0,85.1,3.0,2.0,Buen estado,2002,2,True,True,True,True,False,5.97,2024-10-13
1076,Madrid,Centro,Venta,Piso,253376.0,50.6,3.0,1.0,Reformado,1965,Ático,True,True,False,False,False,8.01,2025-03-09
1077,Madrid,Retiro,Venta,Dúplex,220794.0,54.4,3.0,2.0,Obra nueva,2023,2,True,False,False,,True,5.23,2024-11-30
1078,Madrid,Chamberí,Venta,Piso,389653.0,66.8,1.0,1.0, Buen estado ,1961,2,True,False,False,False,False,4.92,2025-03-14
1079,Madrid,Arganzuela,Venta,Piso,500435.0,98.6,4.0,1.0,Buen estado,1982,1,True,False,False,True,False,4.88,2025-03-18
1080,Madrid,Retiro,Venta,Piso,394523.0,70.9,,1.0, Buen estado ,1975,1,False,False,False,False,False,4.5,2025-02-21
1081,Madrid,Salamanca,Venta,Ático,389252.0,71.2,,1.0,A reformar,1985,8,True,False,False,True,,4.83,2024-12-04
1082,Madrid,Centro,Alquiler,Estudio,411698.0,79.9,1.0,2.0,Buen estado,1987,3,False,False,False,False,True,,2024-11-06
1083,Madrid,Chamberí,Venta,Chalet,548085.0,101.0,3.0,1.0,Buen estado,1968,2,False,,True,True,,5.52,2024-11-18
1084,Madrid, Arganzuela ,Alquiler,Piso,,117.6,4.0,1.0,Buen estado,1961,3,True,False,True,True,False,6.42,2025-01-28
1085,Madrid,Retiro,Venta,Dúplex,260880.0,62.9,1.0,2.0, Obra nueva ,2018,1,False,True,False,True,,3.08,
1086,Madrid,Tetuán,Venta,Dúplex,432117.0,77.6,3.0,1.0,Buen estado,2003,1,True,True,False,False,False,3.58,2024-10-27
1087,Madrid,Chamberí,Alquiler,Piso,306314.0,54.2,3.0,1.0,Buen estado,1997,3,True,True,False,False,False,3.52,2025-03-31
1088,Madrid,Retiro,Venta,Piso,477687.0,96.2,2.0,1.0, Buen estado ,1989,3,False,True,False,False,False,4.6,2025-01-22
1089,Madrid,Chamberí,Venta,Piso,427016.0,80.7,1.0,1.0,Buen estado,2002,7,False,False,False,True,False,4.91,2024-10-22
1090,Madrid, Centro ,Venta,Ático,379937.0,83.2,1.0,1.0,Buen estado,1981,6,False,False,False,False,False,3.13,2025-01-12
1091,Madrid,Chamberí,Venta,Piso,309206.0,62.1,2.0,1.0,Buen estado,1960,4,True,False,False,False,False,5.82,2024-11-29
1092,Madrid,Retiro,Venta,Estudio,446299.0,75.3,3.0,,Buen estado,2001,2,False,False,False,False,False,6.9,
1093,Madrid,Centro,Venta,Piso,396055.0,80.0,2.0,1.0,Buen estado,1977,4,True,False,False,False,False,3.33,2025-03-12
1094,Madrid,Chamberí,Alquiler,Estudio,408176.0,74.8,2.0,1.0,Buen estado,2000,2,True,False,True,False,False,5.47,2025-03-05
1095,Madrid,Tetuán,Alquiler,Piso,326986.0,61.2,2.0,1.0,Reformado,1996,7,,True,False,,True,5.8,2024-12-03
1096,Madrid,Tetuán,Venta,Piso,370476.0,79.3,3.0,1.0,Buen estado,1991,6,True,True,True,True,True,3.92,2024-12-11
1097,Madrid,Chamberí,Venta,Piso,535859.0,95.1,1.0,1.0,Reformado,2010,9,True,False,False,False,False,4.34,2024-11-16
1098,Madrid,Tetuán,Alquiler,Piso,412263.0,73.9,1.0,1.0, Buen estado ,1980,7,False,,True,True,False,5.82,2025-02-15
1099,Madrid,Salamanca,Venta,Piso,461332.0,79.7,2.0,1.0,Obra nueva,2023,1,True,True,False,True,False,6.41,2025-02-01
1100,Madrid,Centro,Venta,Piso,309670.0,72.1,2.0,1.0,Buen estado,1992,6,False,False,False,True,True,4.55,2024-12-03
1101,Madrid,Chamberí,Venta,Piso,361104.0,67.9,2.0,1.0,A reformar,1947,Bajo,False,False,False,True,True,4.21,2025-02-08
1102,Madrid,Arganzuela,Venta,Estudio,334748.0,60.7,1.0,1.0,Reformado,2002,9,False,,False,False,False,5.17,2024-10-15
1103,Madrid,Centro,Venta,Piso,469018.0,87.3,,1.0,Obra nueva,2019,5,True,False,False,True,False,7.58,2025-03-18
1104,Madrid,Centro,Alquiler,Piso,279031.0,56.5,4.0,3.0, Buen estado ,1994,6,True,False,False,True,False,7.99,2025-04-03
1105,Madrid,Retiro,Venta,Piso,409870.0,79.2,5.0,3.0,Obra nueva,2023,9,,True,False,True,True,5.88,2025-02-24
1106,Madrid,Tetuán,Alquiler,Dúplex,339839.0,59.8,1.0,1.0,Buen estado,1997,5,True,True,False,True,False,4.57,2024-10-23
1107,Madrid,Tetuán,Alquiler,Estudio,453976.0,82.9,6.0,1.0,Reformado,1963,1,True,False,False,True,False,5.2,2025-01-15
1108,Madrid,Retiro,Venta,Piso,133334.0,41.2,1.0,1.0,Buen estado,2005,Ático,False,False,False,True,False,6.43,
1109,Madrid,Arganzuela,Venta,Estudio,529061.0,83.8,6.0,3.0,Buen estado,1976,5,,False,False,False,False,4.64,2024-12-09
1110,Madrid,Tetuán,Venta,Piso,357954.0,67.6,2.0,1.0,Reformado,2002,9,True,True,False,False,False,5.2,2025-04-06
1111,Madrid,Chamberí,Alquiler,Dúplex,,,5.0,1.0,Buen estado,1974,4,False,False,False,True,True,2.7,2025-02-14
1112,Madrid,Arganzuela,Venta,Piso,447418.0,88.8,1.0,1.0,Buen estado,2008,7,True,False,False,True,True,4.18,2025-02-10
1113,Madrid,Tetuán,Venta, Piso ,441118.0,75.4,1.0,,Obra nueva,2023,8,,True,False,True,True,1.96,2024-12-22
1114,Madrid,Centro,Venta,Dúplex,,,2.0,1.0,Reformado,1965,1,True,True,False,False,True,3.55,2024-11-26
1115,Madrid,Centro,Venta,Piso,,,2.0,1.0,Buen estado,1989,1,True,False,False,True,False,2.91,2024-11-05
1116,Madrid,Chamberí,Venta,Estudio,484756.0,84.0,4.0,1.0,Buen estado,1990,3,False,False,False,True,False,3.9,2025-02-19
1117,Madrid,Arganzuela,Venta,Piso,578086.0,109.5,2.0,1.0,Buen estado,1977,2,True,False,True,False,False,4.67,2025-02-07
1118,Madrid,Retiro,Venta, Estudio ,362324.0,85.8,4.0,1.0,Buen estado,1999,3,True,False,False,False,False,3.08,2024-10-25
1119,Madrid,Salamanca,Alquiler, Piso ,574107.0,108.2,2.0,1.0,Reformado,1983,Ático,False,False,False,True,False,4.96,2025-01-02
1120,Madrid,Centro,Venta,Estudio,372786.0,81.9,2.0,,Obra nueva,2021,9,False,True,True,False,,5.44,2025-03-28
1121, Madrid ,Arganzuela,Venta,Piso,763727.0,143.2,5.0,1.0,Buen estado,1992,9,True,False,False,True,False,2.67,2024-11-11
1122,Madrid,Retiro,Venta,Piso,366379.0,81.6,3.0,1.0,Buen estado,1965,4,True,True,False,False,False,7.31,2024-10-21
1123,Madrid,Chamberí,Venta,Piso,535729.0,107.6,1.0,,Buen estado,1970,2,True,False,False,False,False,4.61,2025-02-23
1124,Madrid,Retiro,Venta,Piso,464490.0,77.5,3.0,1.0,Obra nueva,2023,2,False,True,False,True,False,3.75,2024-11-19
1125,Madrid,Chamberí,Venta,Chalet,228406.0,44.5,3.0,1.0,Buen estado,1996,7,False,False,False,False,False,3.95,2024-12-14
1126,Madrid,Retiro,Venta,Piso,502119.0,81.7,3.0,1.0,Buen estado,1990,5,True,False,False,True,False,7.21,2025-01-05
1127,Madrid,Chamberí,Venta,Piso,185287.0,39.9,4.0,1.0,Buen estado,1990,4,False,False,True,False,True,5.62,2024-11-09
1128,Madrid,Salamanca,Venta,Piso,381870.0,80.6,1.0,1.0,Buen estado,1961,7,True,False,False,False,False,2.19,
1129,Madrid,Chamberí,Venta,Estudio,233875.0,50.3,4.0,1.0,A reformar,1960,5,True,False,True,False,True,4.92,2025-03-23
1130,Madrid,Arganzuela,Venta,Ático,475586.0,87.4,2.0,,A reformar,1989,9,False,False,False,False,False,,2025-03-28
1131,Madrid,Chamberí,Alquiler,Estudio,394397.0,78.7,4.0,,Reformado,1984,5,True,True,True,False,False,6.23,2025-04-03
1132,Madrid,Salamanca,Alquiler,Ático,391161.0,82.1,3.0,1.0,Buen estado,1962,8,False,True,False,True,,3.44,2024-11-07
1133,Madrid,Retiro,Venta,Estudio,432547.0,82.3,1.0,1.0,Buen estado,2005,5,True,True,True,False,False,1.21,2024-11-01
1134,Madrid,Retiro,Venta,Estudio,425621.0,76.7,1.0,2.0,Buen estado,1994,3,False,False,True,False,False,4.92,
1135, Madrid ,Chamberí,Venta,Piso,357455.0,67.5,1.0,1.0,Buen estado,1985,Ático,True,False,False,True,False,8.6,2024-10-31
1136,Madrid,Tetuán,Venta,Piso,372774.0,69.6,3.0,2.0,Buen estado,1974,8,,False,,True,False,4.68,2024-10-23
1137,Madrid,Arganzuela,Venta,Piso,497138.0,104.4,1.0,1.0,Reformado,1973,5,True,True,False,True,False,3.68,
1138,Madrid,Retiro,Venta,Piso,286569.0,63.7,3.0,2.0,Buen estado,1966,7,False,False,False,True,True,5.26,2025-03-01
1139,Madrid,Salamanca,Venta,Ático,420044.0,83.9,2.0,1.0, Obra nueva ,2021,7,False,True,False,False,False,,2024-12-21
1140,Madrid,Chamberí,Alquiler,Chalet,414619.0,100.3,3.0,1.0,Buen estado,1960,6,True,False,False,False,True,3.78,2024-11-13
1141,Madrid,Tetuán,Venta,Piso,,90.0,3.0,1.0,Buen estado,1967,8,True,False,False,True,False,3.84,2025-01-02
1142,Madrid,Salamanca,Alquiler,Piso,256562.0,54.2,3.0,1.0,Buen estado,1960,Bajo,False,False,False,False,True,4.87,2025-01-21
1143, Madrid ,Arganzuela, Alquiler ,Piso,,47.0,3.0,,Buen estado,1971,9,True,True,,False,True,4.95,2024-11-13
1144,Madrid,Chamberí,Venta,Piso,416352.0,74.6,4.0,1.0,Buen estado,1976,Bajo,True,False,,False,False,4.47,
1145,Madrid,Tetuán,Venta,Piso,322577.0,53.5,,1.0,Buen estado,1984,Bajo,False,True,False,True,,6.96,2024-10-09
1146,Madrid,Chamberí, Venta ,Chalet,582476.0,112.6,1.0,5.0,Obra nueva,2021,1,True,False,False,True,False,4.39,2025-03-25
1147,Madrid, Arganzuela ,Alquiler,Piso,486009.0,95.9,3.0,2.0,Buen estado,1962,Ático,False,False,False,False,False,,2024-12-10
1148,Madrid,Salamanca,Venta,Piso,590631.0,116.5,7.0,1.0,A reformar,1993,1,False,False,False,False,True,2.95,2025-03-11
1149,Madrid,Arganzuela, Venta ,Piso,423872.0,91.8,2.0,1.0,Buen estado,2014,4,True,False,False,False,False,4.32,2025-03-18
1150,Madrid,Arganzuela,Venta,Estudio,475905.0,92.5,2.0,1.0,Buen estado,1983,8,,True,False,False,True,1.82,2025-03-05
1151,Madrid,Salamanca,Alquiler,Piso,375341.0,73.4,2.0,1.0,Buen estado,1982,5,False,False,False,False,True,5.54,2025-02-04
1152,Madrid,Arganzuela,Venta,Piso,395191.0,75.9,2.0,,Buen estado,1988,6,True,False,False,False,False,6.03,2025-03-20
1153,Madrid, Retiro ,Venta,Piso,397086.0,70.2,2.0,1.0,Buen estado,1978,1,False,True,False,True,False,2.06,2025-02-17
1154,Madrid, Chamberí ,Alquiler,Piso,315977.0,71.8,3.0,1.0,Buen estado,1991,2,False,False,False,True,False,,2025-02-25
1155,Madrid, Retiro ,Alquiler, Dúplex ,213988.0,42.3,3.0,2.0,Buen estado,1973,4,False,False,False,True,False,2.84,2024-12-17
1156,Madrid,Arganzuela, Venta ,Piso,350245.0,66.7,1.0,1.0,Buen estado,2004,5,False,False,False,True,True,5.56,2024-11-14
1157,Madrid,Salamanca,Venta,Piso,490425.0,109.8,4.0,1.0,Obra nueva,2021,5,False,True,False,,True,3.19,2024-11-19
1158,Madrid,Salamanca,Venta,Piso,482292.0,95.6,3.0,1.0,Obra nueva,2022,9,True,False,True,True,True,4.53,2025-04-03
1159,Madrid,Tetuán,Alquiler,Estudio,372152.0,83.8,1.0,1.0,Obra nueva,2018,6,True,True,,False,True,7.78,2025-02-03
1160,Madrid,Salamanca,Venta,Piso,477936.0,118.2,1.0,1.0,Buen estado,2006,5,False,False,,False,False,5.4,2024-12-27
1161, Madrid ,Arganzuela,Venta,Dúplex,452737.0,94.0,4.0,1.0,Reformado,2012,9,False,False,False,False,False,2.31,2025-02-19
1162,Madrid,Retiro,Venta,Piso,301148.0,69.4,8.0,1.0,Obra nueva,2018,3,True,True,False,True,False,,2024-11-10
1163,Madrid,Arganzuela,Venta,Piso,601750.0,109.7,3.0,1.0,Buen estado,1982,2,False,True,False,False,False,3.81,2024-10-29
1164,Madrid,Centro,Venta,Dúplex,496868.0,87.7,2.0,2.0,Buen estado,1984,7,True,False,False,False,True,4.95,2025-01-27
1165,Madrid,Salamanca,Venta,Piso,322050.0,61.5,4.0,1.0,Buen estado,1978,9,True,False,False,False,True,3.71,2024-10-24
1166,Madrid,Centro,Venta,Piso,204601.0,34.7,3.0,1.0,Buen estado,1984,Ático,True,False,False,False,False,4.73,2024-10-11
1167,Madrid,Salamanca,Alquiler,Ático,542774.0,100.5,2.0,3.0,Buen estado,1972,3,True,True,False,False,,4.26,2024-11-25
1168,Madrid,Arganzuela,Venta,Piso,238399.0,44.3,2.0,1.0,Obra nueva,2020,9,True,True,False,True,False,5.18,2025-01-06
1169,Madrid,Retiro,Venta,Piso,1282678.0,121.6,3.0,1.0,Obra nueva,2019,8,True,True,False,False,False,4.2,2025-03-03
1170,Madrid,Salamanca,Venta,Piso,331598.0,72.1,3.0,1.0, Buen estado ,1972,3,False,False,True,True,False,8.03,2024-11-27
1171,Madrid,Retiro, Venta ,Dúplex,529034.0,106.5,2.0,1.0,Buen estado,2000,1,False,True,True,True,False,6.12,2024-12-02
1172,Madrid,Tetuán,Alquiler,Piso,433344.0,87.2,2.0,1.0,Buen estado,1981,2,True,True,False,False,False,1.38,2025-01-29
1173,Madrid,Arganzuela,Alquiler,Piso,440008.0,88.8,1.0,1.0,Buen estado,1988,6,False,True,False,False,False,3.0,2025-01-25
1174,Madrid,Chamberí,Venta,Piso,458478.0,89.6,1.0,1.0,Obra nueva,2020,1,False,False,False,True,True,7.38,2025-02-05
1175,Madrid,Salamanca,Venta,Piso,412536.0,82.8,4.0,1.0,Buen estado,2006,4,False,False,False,True,True,5.42,2025-02-28
1176,Madrid,Arganzuela,Venta,Piso,316750.0,56.7,2.0,3.0,Buen estado,1974,4,True,True,False,False,False,4.88,2025-02-02
1177,Madrid,Tetuán,Alquiler,Estudio,512426.0,92.2,2.0,1.0,Obra nueva,2019,8,True,False,False,True,True,9.14,2025-01-21
1178,Madrid,Retiro,Alquiler,Piso,285218.0,57.7,2.0,1.0,Reformado,1993,7,True,False,True,False,False,5.89,2025-03-31
1179,Madrid,Retiro,Venta,Chalet,131631.0,30.0,1.0,1.0,Buen estado,1990,1,False,True,False,True,False,4.68,2025-01-18
1180,Madrid,Centro,Venta,Estudio,327019.0,70.9,,1.0,Buen estado,1982,6,True,False,True,True,True,3.44,2025-01-19
1181,Madrid,Arganzuela,Venta,Piso,,,2.0,2.0,Reformado,1990,2,True,False,True,False,False,,2024-10-25
1182,Madrid,Retiro,Alquiler,Piso,316251.0,66.4,1.0,3.0,Buen estado,1993,6,False,True,True,,False,7.04,2024-11-09
1183,Madrid,Chamberí,Alquiler,Estudio,396523.0,78.0,7.0,1.0,Buen estado,1957,9,False,False,False,True,False,4.69,2025-03-09
1184,Madrid,Retiro,Alquiler,Dúplex,186279.0,40.7,4.0,1.0,Reformado,1986,5,True,False,False,True,True,5.66,2025-02-07
1185,Madrid,Arganzuela,Venta,Piso,313517.0,54.0,3.0,2.0,Buen estado,2000,4,False,False,False,False,False,5.67,2024-11-15
1186,Madrid,Centro,Venta,Piso,166646.0,35.2,3.0,1.0,Buen estado,1968,Ático,False,True,False,False,False,3.24,2024-11-12
1187,Madrid,Salamanca,Venta,Piso,372428.0,74.3,2.0,1.0,Buen estado,2001,Ático,True,False,True,False,False,7.54,2024-10-15
1188,Madrid,Chamberí,Venta,Estudio,148078.0,41.8,2.0,1.0,Buen estado,1989,9,True,False,True,False,False,4.25,2025-03-17
1189,Madrid,Salamanca,Alquiler,Estudio,577505.0,121.5,5.0,2.0,Buen estado,1976,7,,False,False,False,False,,
1190,Madrid,Chamberí,Venta,Piso,440148.0,78.4,1.0,1.0,Buen estado,2020,8,False,,True,False,False,3.78,2025-01-04
1191,Madrid,Tetuán,Venta,Chalet,318170.0,68.9,4.0,,Buen estado,1985,6,False,True,False,False,False,8.66,2024-11-08
1192,Madrid,Centro,Venta, Ático ,,,1.0,2.0,Buen estado,1989,Bajo,True,True,False,False,False,2.28,2024-10-17
1193,Madrid,Chamberí,Venta,Ático,221947.0,43.8,1.0,1.0,Buen estado,1983,2,False,True,False,True,True,3.75,2025-02-11
1194,Madrid,Centro,Venta,Estudio,,94.1,1.0,1.0,Buen estado,2010,1,True,,False,False,True,5.39,2025-03-03
1195,Madrid,Arganzuela,Venta,Piso,569497.0,117.7,3.0,1.0,Buen estado,2007,7,True,True,False,False,False,5.0,2025-02-07
1196,Madrid,Tetuán,Alquiler,Piso,368184.0,81.2,6.0,1.0,Buen estado,1969,7,True,False,False,False,False,6.75,2025-03-09
